username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;30.10.19 15:51;13380;52602;....the United States Military. Congress needs to do its work. We need to fund our Armed Forces.” @senatemajldr Mitch McConnell. The Dems are a lost cause. In 2020, we need a big, beautiful WIN (all three)! #MAGA;;#NAME?;#MAGA;1,19E+18;https://twitter.com/realDonaldTrump/status/1189555451274379265
realDonaldTrump;30.10.19 15:51;19754;74575;“Our Country cannot afford for the Democrats in Congress to take a one year vacation from any productive legislation just because they would rather obsess over Impeachment. ISIS & other radical terrorists are not going to hit the pause button because Democrats won’t fund......;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189555450485837825
realDonaldTrump;30.10.19 15:32;13421;51554;“Precisely the same program that the Democrats are trying to Impeach President Trump for supposedly slow walking, tomorrow, right here in the Senate, they (the Dems) say they’re going to filibuster for the exact same program.” @senatemajldr Mitch McConnell. Do Nothing Democrats!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189550716186177536
realDonaldTrump;30.10.19 13:59;21240;91342;Yesterday’s Never Trumper witness could find NO Quid Pro Quo in the Transcript of the phone call. There were many people listening to the call. How come they (including the President of Ukraine) found NOTHING wrong with it. Witch Hunt!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189527179425730560
realDonaldTrump;30.10.19 13:26;25233;106975;A Federal Judge is allowing the Nick Sandman libel suit to move forward against the thoroughly disgusting Washington Post (which is no longer available at the White House!). He could now have a good chance of winning. Go Nick!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189518901991923712
realDonaldTrump;30.10.19 13:17;15644;64063;“It does appear it has to do with Nancy Pelosi retaining her Speakership in the next Congress. She would like that so she’s going to put it to a vote because that’s what her political left really wants.” @SteveDoocy @foxandfriends A disgraceful use of Impeachment. Will backfire!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189516638103703552
realDonaldTrump;30.10.19 12:38;23926;133379;The Greatest Economy in American History!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189506762904395776
realDonaldTrump;30.10.19 12:32;9985;46086;.....the call with the Ukrainian President was a totally appropriate one. As he said, “No Pressure.” This Impeachment nonsense is just a continuation of the Witch Hunt Hoax, which has been going on since before I even got elected. Rupublicans, go with Substance and close it out!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189505265151991809
realDonaldTrump;30.10.19 12:32;13036;58769;Republicans are very unified and energized in our fight on the Impeachment Hoax with the Do Nothing Democrats, and now are starting to go after the Substance even more than the very infair Process because just a casual reading of the Transcript leads EVERYBODY to see that.....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189505264376000512
realDonaldTrump;29.10.19 16:14;31982;131975;Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the opposite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish, led by a corrupt politician, Adam Schiff!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189198831193411585
realDonaldTrump;29.10.19 16:13;15407;61653;“Over in Europe and Japan they have NEGATIVE RATES. They get paid to borrow money. Don’t we have to follow our competitors?” @Varneyco Yes we do. The Fed doesn’t have a clue! We have unlimited potential, only held back by the Federal Reserve. But we are winning anyway!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189198697059553285
realDonaldTrump;29.10.19 15:12;13462;62324;Consumer Confidence number very good. Housing sales in September up nicely. Economy Rocks!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189183301233233920
realDonaldTrump;29.10.19 14:34;18599;69862;A great new book just out, “The Plot Against the President. The True Story Of How Congressman Devin Nunez Uncovered the Biggest Political Scandal In U.S. History.” Shows very bad and corrupt people on the other side. Check it out!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189173602500911105
realDonaldTrump;29.10.19 14:29;49404;245630;Just confirmed that Abu Bakr al-Baghdadi’s number one replacement has been terminated by American troops. Most likely would have taken the top spot - Now he is also Dead!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189172468159864832
realDonaldTrump;29.10.19 14:20;23569;142970;95% Approval Rating in the Republican Party, a record. Thank you!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189170102832377857
realDonaldTrump;29.10.19 14:09;19604;79763;Supposedly, according to the Corrupt Media, the Ukraine call “concerned” today’s Never Trumper witness. Was he on the same call that I was? Can’t be possible! Please ask him to read the Transcript of the call. Witch Hunt!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189167309455331328
realDonaldTrump;29.10.19 13:47;23570;106558;How many more Never Trumpers will be allowed to testify about a perfectly appropriate phone call when all anyone has to do is READ THE TRANSCRIPT! I knew people were listening in on the call (why would I say something inappropriate?), which was fine with me, but why so many?;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189161824614277120
realDonaldTrump;29.10.19 13:25;16943;68210;The Do Nothing Democrats are working hard to make everyone forget the Best Economy Ever, the monumental weekend raid, Tax Cuts, the Rebuilding of our Military, etc. The Impeachment Hoax is a disgrace. Read the transcript!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189156179173433344
realDonaldTrump;29.10.19 13:19;17829;77244;Where’s the Whistleblower? Just read the Transcript, everything else is made up garbage by Shifty Schiff and the Never Trumpers!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189154764359196672
realDonaldTrump;29.10.19 12:48;8531;36853;A great book by a great guy. Get it now! https:// twitter.com/dbongino/statu s/1188636122764718080 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189146892292313088
realDonaldTrump;29.10.19 12:44;9145;37681;Correct, a total scam! https:// twitter.com/GOPLeader/stat us/1188914973638057989 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189146007310913536
realDonaldTrump;29.10.19 12:42;12910;49586;Why are people that I never even heard of testifying about the call. Just READ THE CALL TRANSCRIPT AND THE IMPEACHMENT HOAX IS OVER! Ukrain said NO PRESSURE. https:// twitter.com/realDonaldTrum p/status/1189026689860489216 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189145407361814528
realDonaldTrump;29.10.19 05:06;10003;53078;“This is a big win for America, and also for President Trump.” @nypost;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189030619755495425
realDonaldTrump;29.10.19 04:58;21048;93384;The only crimes in the Impeachment Hoax were committed by Shifty Adam Schiff, when he totally made up my phone conversation with the Ukrainian President and read it to Congress, together with numerous others on Shifty’s side. Schiff should be Impeached, and worse!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189028602052042752
realDonaldTrump;29.10.19 04:50;16356;66518;“There is no underlying crime in that transcript.” @IngrahamAngle 100% correct, and the Whistleblower disappeared after I released the transcript of the call. Where is the Whistleblower? That is why this is now called the Impeachment Hoax! The Do Nothing Dems are Doing Nothing!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189026689860489216
realDonaldTrump;29.10.19 04:38;17247;75618;“Americans know by now that the Impeachment inquiry is just another hoax and silent coup to remove the President from office.” J.J. Crovatto Don’t worry J.J., Schiff is a leaker & corrupt politician who made up what I said on the call in order to hurt the Republican Party & me!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1189023754912964608
realDonaldTrump;28.10.19 22:22;36779;157446;Can you believe that Shifty Adam Schiff, the biggest leaker in D.C., and a corrupt politician, is upset that we didn’t inform him before we raided and killed the #1 terrorist in the WORLD!? Wouldn’t be surprised if the Do Nothing Democrats Impeach me over that! DRAIN THE SWAMP!!;;;#1;1,19E+18;https://twitter.com/realDonaldTrump/status/1188929062611361792
realDonaldTrump;28.10.19 21:02;125816;561281;We have declassified a picture of the wonderful dog (name not declassified) that did such a GREAT JOB in capturing and killing the Leader of ISIS, Abu Bakr al-Baghdadi! pic.twitter.com/PDMx9nZWvw;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188909031403900928
realDonaldTrump;28.10.19 17:59;8952;49872;An AMAZING CHAMPION. Great going Tiger! @TigerWoods https:// twitter.com/garyplayer/sta tus/1188856716638773255 …;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188862744067481603
realDonaldTrump;28.10.19 17:54;11338;44903;THANK YOU #IACP2019 ! https://www. pscp.tv/w/cIcUJjFvTlFs TFJub1dwUXd8MVlwS2tZQVdRTEFKahR7fSZdqx09yGS9uFPKCPDBeeHxU5m4E4sI1DKSk8ZK?t=1m47s …;;;#IACP2019;1,19E+18;https://twitter.com/realDonaldTrump/status/1188861523655045124
realDonaldTrump;28.10.19 14:41;30247;140598;The S&P just hit an ALL TIME HIGH. This is a big win for jobs, 401-K’s, and, frankly, EVERYONE! Our Country is doing great. Even killed long sought ISIS murderer, Al-Baghdadi. We are stronger than ever before, with GREAT upward potential. Enjoy!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188813055108374533
realDonaldTrump;27.10.19 22:24;20596;87362;Thank you to @MarthaRaddatz and @TerryMoran for a job well done! pic.twitter.com/mcHjqX1K2L;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188567275391127552
realDonaldTrump;27.10.19 17:25;34726;165558;pic.twitter.com/7esnNSoa5D;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188491847271931911
realDonaldTrump;27.10.19 15:31;24652;92817;https://www. pscp.tv/w/cIWhpTFvTlFs TFJub1dwUXd8MWRSS1pMcmFCTnZKQjQb36qkaoWq4N1_5imPhJ_QjLAHep34mAVq5hIiUXCl?t=1s …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188463248670109696
realDonaldTrump;27.10.19 11:21;27288;131951;As Diwali commences, @FLOTUS Melania and I wish those observing the Festival of Lights a blessed and happy celebration! #HappyDiwali pic.twitter.com/LGXkUzMJiI;;#NAME?;#HappyDiwali;1,19E+18;https://twitter.com/realDonaldTrump/status/1188400389697212416
realDonaldTrump;27.10.19 02:23;71808;360486;Something very big has just happened!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188264965930700801
realDonaldTrump;26.10.19 22:26;11997;51307;....Matt has my Complete and Total Endorsement, and always has. GET OUT and VOTE on November 5th for your GREAT Governor, @MattBevin !;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188190202851926019
realDonaldTrump;26.10.19 22:26;14758;63159;Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border, he Loves our Great Vets and Military....;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188190202004754432
realDonaldTrump;26.10.19 22:20;13118;53713;....He loves our Military and supports our Vets! Democrat Jim Hood will never give us his vote, is anti-Trump and pro-Crooked Hillary. Get out and VOTE for Tate Reeves on November 5th. He has my Complete and Total Endorsement!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188188568654696448
realDonaldTrump;26.10.19 22:20;18548;68447;MISSISSIPPI! There is a VERY important election for Governor on November 5th. I need you to get out and VOTE for our Great Republican nominee, @TateReeves . Tate is Strong on Crime, tough on Illegal Immigration, and will protect your Second Amendment....;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188188567773822977
realDonaldTrump;26.10.19 22:17;14061;52052;....Our Republican candidate @EddieRispone is a successful conservative businessman who will stand with me to create jobs and protect your Second Amendment. GET OUT AND VOTE for Eddie, the next Governor of the GREAT State of Louisiana!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188187872114946054
realDonaldTrump;26.10.19 22:17;21459;74535;LOUISIANA! Extreme Democrat John Bel Edwards has sided with Nancy Pelosi and Chuck Schumer to support Sanctuary Cities, High Taxes, and Open Borders. He is crushing Louisiana’s economy and your Second Amendment rights....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188187870877618176
realDonaldTrump;26.10.19 16:43;27135;130051;Where’s the Whistleblower?;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188103745525243904
realDonaldTrump;26.10.19 16:41;25746;108055;The Fake Washington Post keeps doing phony stories, with zero sources, that I am concerned with the Impeachment scam. I am not because I did nothing wrong. It is the other side, including Schiff and his made up story, that are concerned. Witch Hunt continues!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188103311653769216
realDonaldTrump;26.10.19 15:54;13971;56423;My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescription medications at over 4,000 locations across this great Country. Find a location TODAY from 10am-2pm at http:// TakeBackDay.DEA.gov . #TakeBackDay pic.twitter.com/xBEyflYYGj;;;#TakeBackDay;1,19E+18;https://twitter.com/realDonaldTrump/status/1188091546513616897
realDonaldTrump;26.10.19 14:18;13428;50637;....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188067370478309378
realDonaldTrump;26.10.19 14:18;16283;71196;....greatly help the African American community (and all other communities), and which was unable to get done in past administrations despite a tremendous desire for it. This and best unemployment numbers EVER is more than Kamala will EVER be able to do for African Americans!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188067369501052929
realDonaldTrump;26.10.19 14:18;24399;97393;Badly failing presidential candidate @KamalaHarris will not go to a very wonderful largely African American event today because yesterday I recieved a major award, at the same event, for being able to produce & sign into law major Criminal Justice Reform legislation, which will..;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188067368620167168
realDonaldTrump;26.10.19 13:44;19322;82696;The Ukraine investigation is just as Corrupt and Fake as all of the other garbage that went on before it. Even Shifty Schiff got caught cheating when he made up what I said on the call!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188058730685972480
realDonaldTrump;26.10.19 13:29;18747;79909;....We should all work together to clean up these hazardous waste and homeless sites before the whole city rots away. Very bad and dangerous conditions, also severely impacting the Pacific Ocean and water supply. Pelosi must work on this mess and turn her District around!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188054937839775744
realDonaldTrump;26.10.19 13:29;29764;117060;I can’t believe that Nancy Pelosi’s District in San Francisco is in such horrible shape that the City itself is in violation of many sanitary & environmental orders, causing it to owe the Federal Government billions of dollars - and all she works on is Impeachment.....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188054936942198784
realDonaldTrump;26.10.19 13:23;17334;71845;“Not a single American citizen has been charged with anything related to Russian Collusion, not one person.” @TuckerCarlson It was all an illegal Witch Hunt!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188053446215323650
realDonaldTrump;26.10.19 13:21;22827;120292;Had a beautiful dinner last night at Camp David in celebration of the 10th Wedding Anniversary of Ivanka and Jared. Attended by a small number of family and friends, it could not have been nicer. Camp David is a special place. Cost of the event will be totally paid for by me!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188052969813614592
realDonaldTrump;26.10.19 13:02;15620;59881;...Thank you @foxandfriends ! Hopefully this is just the beginning of a massive story of injustice and treason. You will never learn this from the corrupt LameStream Media who get Pulitzer Prizes for reporting the story totally wrong. The ones who report it right get only RESPECT!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188048259627081728
realDonaldTrump;26.10.19 13:02;15460;58043;..the President when Flynn had been cleared of everything long before that. The DOJ is withholding a lot of evidence & information, as are Clapper & Brennan & all of the people who participated in the complete setup of Michael Flynn.”(Terrible!) Sidney Powell. This is a disgrace!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188048258255540224
realDonaldTrump;26.10.19 13:02;9128;27842;....They exonerated him completely of being an agent of Russia (Recently Crooked Hillary charged Tulsi Gabbard & Jill Stein with the same thing-SICK), and yet Mr. Comey still runs to the White House on February 14 and conjures up the Obstruction of Justice narrative against.....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188048257177587712
realDonaldTrump;26.10.19 13:02;30636;92739;“General Michael Flynn’s attorney is demanding that charges be immediately dropped after they found that FBI Agents manipulated records against him. They say that James Clapper told a reporter to “take a kill shot at Flynn. This has been a complete setup of Michael Flynn....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1188048255797608449
realDonaldTrump;26.10.19 05:39;13160;50841;My Administration is fighting hard to end the Opioid Crisis. Join with us by disposing unused or expired prescription medications at over 4,000 locations across this great Country. Find a location TOMORROW, October 26th from 10am-2pm at http:// TakeBackDay.DEA.gov . #TakeBackDay pic.twitter.com/DvgrxZoLzp;;;#TakeBackDay;1,19E+18;https://twitter.com/realDonaldTrump/status/1187936868299608065
realDonaldTrump;26.10.19 05:28;10383;37711;https:// twitter.com/robertjeffress /status/1187763371837415424 … pic.twitter.com/iUD808JXyt;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187934016235888641
realDonaldTrump;26.10.19 04:23;14713;56289;https:// twitter.com/realDonaldTrum p/status/1187819045690773504 … pic.twitter.com/Bxpt7nQTjG;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187917572102078465
realDonaldTrump;26.10.19 01:40;8414;35461;Great Book! https:// twitter.com/JesseBWatters/ status/1187795599241949184 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187876694859882503
realDonaldTrump;26.10.19 01:39;14766;50498;Wow! https:// twitter.com/Jim_Jordan/sta tus/1187820031645798401 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187876420342689792
realDonaldTrump;26.10.19 01:33;24738;128618;My lawyers should sue the Democrats and Shifty Adam Schiff for fraud!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187874908660998144
realDonaldTrump;26.10.19 01:30;15128;64985;....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call, which turned out to be false (a fraud?). Once I released the actual call, their entire case fell apart. The Democrats must end this Scam now. Witch Hunt!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187874124976271362
realDonaldTrump;26.10.19 01:30;20480;84138;Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistleblower (they no longer want the second Whistleblower either), which they don’t want because the account of my call bore NO RELATIONSHIP to the call itself.....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187874122279337987
realDonaldTrump;26.10.19 00:39;29941;137624;To Tim: The Button on the IPhone was FAR better than the Swipe!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187861209942495234
realDonaldTrump;25.10.19 23:10;12983;56540;....in the basement of the United States Capitol! They cannot win at the ballot box. Their sham for the past 3 years continues. The good news is that the American People get it, which will be proven once again on November 3, 2020!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187838852255244288
realDonaldTrump;25.10.19 23:10;15242;67472;I appreciate the support of Senator @LindseyGraham , @SenateMajLdr Mitch McConnell, and their Great Senate Republican colleagues, on the resolution condemning the Do Nothing Democrats for their Witch Hunt Impeachment inquiry, behind closed doors....;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187838848732020737
realDonaldTrump;25.10.19 21:51;17051;62561;It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the 20/20 Bipartisan Justice Center in South Carolina, and my true honor to receive the Bipartisan Justice Award, thank you! https://www. pscp.tv/w/cINHzzFvTlFs TFJub1dwUXd8MU1ueG5FbmdhcW9KT99pFYaYe1C4ArvQ2DE-0gWmhGZ56k58_gydacO3TnKQ?t=1s …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187819045690773504
realDonaldTrump;25.10.19 19:57;9724;39161;Thank you @robertjeffress ! https:// twitter.com/robertjeffress /status/1187763371837415424 …;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187790279765647361
realDonaldTrump;25.10.19 19:30;12567;67106;Heading to South Carolina! pic.twitter.com/CORtaPJq9p;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187783467389444096
realDonaldTrump;25.10.19 14:54;22478;91150;“Donald J. Trump is an absolutely historic President already, in less than 3 years in office. His record is there for everyone to look at & to examine and compare. This is an illegitimate effort to overthrow a President, not a formal Impeachment inquiry.” @LouDobbs Thank you Lou;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187714024378646531
realDonaldTrump;25.10.19 14:32;11840;51693;....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have called the Middle East wrong for 20 years ask what we are getting out of the deal, I simply say, THE OIL, AND WE ARE BRINGING OUR SOLDIERS BACK HOME, ISIS SECURED!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187708412685107200
realDonaldTrump;25.10.19 14:32;10053;45915;....USA has gained Trillions of Dollars in wealth since November 2016. All others way down. Our power is Economic before having to use our newly rebuilt Military, a much better alternative. Oil is secured. Our soldiers have left and are leaving Syria for other places, then....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187708411309375488
realDonaldTrump;25.10.19 14:32;14161;62597;Turkey fully understands not to fire on the Kurds as they leave what will be known as the Safe Zone for other fairly nearby areas. I don’t have to repeat that large scale Sanctions will be imposed for violations. Going well! ISIS secured by Kurds with Turkey ready as backup.....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187708410579603461
realDonaldTrump;25.10.19 14:15;12252;58449;So Congressman Tim Ryan of Ohio has finally dropped out of the race for President, registering ZERO in the polls & unable to even qualify for the debate stage. See Tim, it’s not so easy out there if you don’t know what you’re doing. He wasn’t effective for USA workers, just talk!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187704353324503040
realDonaldTrump;25.10.19 14:12;15120;67670;Another big dropout of the Presidential race was, along with 0% Tim Ryan, 0% @RepSwalwell . Such talk and bravado from both, and nothing to show. They stood for nothing, and the voters couldn’t stand by them. Obnoxious and greedy politicians never make it in the end!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187703447744843776
realDonaldTrump;25.10.19 03:52;31002;130449;Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call with the Ukrainian President? Why did the IG allow this to happen? Who is the so-called Informant (Schiff?) who was so inaccurate? A giant Scam!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187547459700121600
realDonaldTrump;24.10.19 17:48;14876;62835;I really enjoyed my conversation with General @MazloumAbdi . He appreciates what we have done, and I appreciate what the Kurds have done. Perhaps it is time for the Kurds to start heading to the Oil Region!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187395521805275137
realDonaldTrump;24.10.19 17:25;16955;71233;The Oil Fields discussed in my speech on Turkey/Kurds yesterday were held by ISIS until the United States took them over with the help of the Kurds. We will NEVER let a reconstituted ISIS have those fields!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187389630271934464
realDonaldTrump;24.10.19 16:28;23403;101030;Thank you to House Republicans for being tough, smart, and understanding in detail the greatest Witch Hunt in American History. It has been going on since long before I even got Elected (the Insurance Policy!). A total Scam!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187375419022069761
realDonaldTrump;24.10.19 16:20;21451;81584;The Federal Reserve is derelict in its duties if it doesn’t lower the Rate and even, ideally, stimulate. Take a look around the World at our competitors. Germany and others are actually GETTING PAID to borrow money. Fed was way too fast to raise, and way too slow to cut!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187373187820130306
realDonaldTrump;24.10.19 06:40;15126;65908;Don’t hurt them please! https:// twitter.com/thehill/status /1187111493311107073 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187227271935021057
realDonaldTrump;24.10.19 06:32;8987;38090;It is the only thing the Do Nothing Dems are doing! https:// twitter.com/willchamberlai n/status/1187176853599150081 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187225389892022273
realDonaldTrump;24.10.19 06:29;11755;45102;Just a continuation of the Witch Hunt! https:// twitter.com/willchamberlai n/status/1186817538782572544 …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187224585663635456
realDonaldTrump;24.10.19 06:20;13532;66456;(Kiddingly) We’re building a Wall in Colorado”(then stated, “we’re not building a Wall in Kansas but they get the benefit of the Wall we’re building on the Border”) refered to people in the very packed auditorium, from Colorado & Kansas, getting the benefit of the Border Wall!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187222295556874241
realDonaldTrump;23.10.19 23:19;16554;66269;PROMISES MADE, PROMISES KEPT! #SHALEINSIGHT2019 pic.twitter.com/kCkw3K8k5o;;;#SHALEINSIGHT2019;1,19E+18;https://twitter.com/realDonaldTrump/status/1187116372997922821
realDonaldTrump;23.10.19 23:12;13971;51435;It was wonderful to be back in Pittsburgh, Pennsylvania with the incredible Patriots who fuel our factories, light up our homes, power our industries and fill our hearts with true American Pride! #SHALEINSIGHT2019 https://www. pscp.tv/w/cIC5SzFvTlFs TFJub1dwUXd8MWRSS1pMckFiWUFKQvs7Qxz6C2b68wWskBMKhQlprjALHsxhLnAZi5-vrQP8?t=9s …;;;#SHALEINSIGHT2019;1,19E+18;https://twitter.com/realDonaldTrump/status/1187114497384898560
realDonaldTrump;23.10.19 21:01;23939;95047;It would be really great if the people within the Trump Administration, all well-meaning and good (I hope!), could stop hiring Never Trumpers, who are worse than the Do Nothing Democrats. Nothing good will ever come from them!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187081515051601920
realDonaldTrump;23.10.19 20:58;10934;46906;....Does anybody think this is fair? Even though there was no quid pro quo, I’m sure they would like to try. Worse than the Dems!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187080935373713408
realDonaldTrump;23.10.19 20:58;16521;64455;Never Trumper Republican John Bellinger, represents Never Trumper Diplomat Bill Taylor (who I don’t know), in testimony before Congress! Do Nothing Democrats allow Republicans Zero Representation, Zero due process, and Zero Transparency....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187080923961012228
realDonaldTrump;23.10.19 19:48;27001;101460;The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them, they are human scum!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187063301731209220
realDonaldTrump;23.10.19 18:35;13899;58396;Thank you General Mazloum for your kind words and courage. Please extend my warmest regards to the Kurdish people. I look forward to seeing you soon. @mustefabali;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187044861725286400
realDonaldTrump;23.10.19 18:06;10019;33843;https://www. pscp.tv/w/cIBxZDFvTlFs TFJub1dwUXd8MUx5eEJMREJtdk9HTmV0K1fN1nByu9rHPTU5nLp4CNAcJvgtOD1quTgl7ATQ?t=35m50s …;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1187037466261446656
realDonaldTrump;23.10.19 14:40;26706;127136;Where’s the Whistleblower?;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1186985677176655872
realDonaldTrump;23.10.19 14:39;20520;78483;Big success on the Turkey/Syria Border. Safe Zone created! Ceasefire has held and combat missions have ended. Kurds are safe and have worked very nicely with us. Captured ISIS prisoners secured. I will be making a statement at 11:00 A.M. from the White House. Thank you!;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1186985455058898945
realDonaldTrump;23.10.19 14:29;11642;47962;....feel EMPOWERED. There’s a movement happening on these campuses like I’ve never seen before. When you have 3000 students wanting to get into an event that couldn’t get in, that’s pretty remarkable!” @charliekirk11 Turning Point USA KEEP AMERICA GREAT!;;#NAME?;;1,19E+18;https://twitter.com/realDonaldTrump/status/1186982949180317697
realDonaldTrump;23.10.19 14:29;11027;47175;....Order a couple of months ago saying that any school that does not uphold the First Amendment Rights of its students will lose Federal Funding. We have seen a huge change in how the Universities interact with us as a national & local student organization. Our studends....;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1186982948404449280
realDonaldTrump;23.10.19 14:29;18318;74677;Young campus Conservatives are flocking to Turning Point USA & other Conservative speaker events all over the Country, AND IN RECORD NUMBERS. Thousands of students are turning out. “I just want to compliment the President of the United States for signing that historic Executive..;;;;1,19E+18;https://twitter.com/realDonaldTrump/status/1186982946336624640
