index,username,date,retweets,favorites,text,emotion,emotion_probability
587,realDonaldTrump,21.12.19 04:16,23000,100820,“It’s time to put House Democrats on trial.” @IngrahamAngle,sadness,0.45762299999999995
588,realDonaldTrump,21.12.19 04:02,9402,39390,To Our Incredible Federal Workforce: pic.twitter.com/zIyXW834H5,joy,0.769568
589,realDonaldTrump,21.12.19 04:01,16337,66391,To The Extraordinary Men and Women of the United States Military: pic.twitter.com/luDyPVKgfY,joy,0.47432799999999997
590,realDonaldTrump,20.12.19 23:41,29792,118698,"We are getting MS-13 gang members, and many other people that shouldn’t be here, out of our Country! https:// nypost.com/2019/12/20/mas sive-ms-13-bust-officials-charge-96-members-in-gang-takedown/ …",disgust,0.44436800000000004
591,realDonaldTrump,20.12.19 23:26,14085,67246,THANK YOU! #KAG2020 pic.twitter.com/fX5FGxYBuU,,1.0
592,realDonaldTrump,20.12.19 22:28,47274,203570,Nancy Pelosi is looking for a Quid Pro Quo with the Senate. Why aren’t we Impeaching her?,sadness,0.255831
593,realDonaldTrump,20.12.19 22:23,12482,47622,"Economy is GREAT, Big Stock Market uptick today. Best ranking in 20 years admits CNN! https://www. newsbusters.org/blogs/business /joseph-vazquez/2019/12/20/post-impeachment-cnn-admits-us-economy-received-best …",joy,0.796397
594,realDonaldTrump,20.12.19 22:09,20522,94866,"Just had a great call with the President of Brazil, @JairBolsonaro . We discussed many subjects including Trade. The relationship between the United States and Brazil has never been Stronger!",joy,0.6196659999999999
595,realDonaldTrump,20.12.19 22:07,6499,28298,"....Kevin is strong on Securing the Border, #USMCA , protecting our #2A , and Loves our Vets and Military. Kevin is a true friend, and has my Complete and Total Endorsement!",joy,0.433659
596,realDonaldTrump,20.12.19 22:07,8126,34615,Congressman Kevin Brady ( @bradyfortexas ) is an outstanding representative for our Country and the Great State of Texas. A big supporter of our #MAGA Agenda....,sadness,0.260886
597,realDonaldTrump,20.12.19 22:04,9156,34807,"....and has my FULL Endorsement. This is a BIG win for our GOP and a BIG win for South Jersey. South Jersey is TRUMP COUNTRY, so I know ALL NJ Republicans will join me in supporting Jeff Van Drew. The Dems are already coming after him, so help Jeff win. https:// secure.winred.com/van-drew-for-c ongress/donate …",disgust,0.570026
598,realDonaldTrump,20.12.19 22:04,11084,45732,The Democrat Party’s Witch Hunt and CRAZY EXTREME policies are chasing common sense people out of the Dem Party. That’s why Jeff Van Drew ( @CongressmanJVD ) voted NO on the Impeachment Hoax. Jeff will be joining our growing Republican Party....,disgust,0.426126
599,realDonaldTrump,20.12.19 21:59,8154,33575,Congressman @ScottRTipton is a great supporter of the #MAGA Agenda! He fights for your #2A rights and the Border Wall. Scott is working hard for Colorado and has my Complete and Total Endorsement!,joy,0.693732
600,realDonaldTrump,20.12.19 19:19,19284,74048,"Thank you to Franklin Graham for stating that his father, the late great Billy Graham, voted for me in the 2016 Election. I know how pleased you are with the work we have all done together! https://www. breitbart.com/2020-election/ 2019/12/20/franklin-graham-slams-christianity-today-my-father-billy-graham-voted-for-donald-trump/ …",joy,0.8715430000000001
601,realDonaldTrump,20.12.19 19:18,24116,115139,"I guess the magazine, “Christianity Today,” is looking for Elizabeth Warren, Bernie Sanders, or those of the socialist/communist bent, to guard their religion. How about Sleepy Joe? The fact is, no President has ever done what I have done for Evangelicals, or religion itself!",disgust,0.511417
602,realDonaldTrump,20.12.19 16:24,20826,93729,"Had a very good talk with President Xi of China concerning our giant Trade Deal. China has already started large scale purchaes of agricultural product & more. Formal signing being arranged. Also talked about North Korea, where we are working with China, & Hong Kong (progress!).",joy,0.635739
603,realDonaldTrump,20.12.19 15:19,34092,172363,"I will be signing our 738 Billion Dollar Defense Spending Bill today. It will include 12 weeks Paid Parental Leave, gives our troops a raise, importantly creates the SPACE FORCE, SOUTHERN BORDER WALL FUNDING, repeals “Cadillac Tax” on Health Plans, raises smoking age to 21! BIG!",joy,0.444208
604,realDonaldTrump,20.12.19 13:12,15152,65034,"....have a Radical Left nonbeliever, who wants to take your religion & your guns, than Donald Trump as your President. No President has done more for the Evangelical community, and it’s not even close. You’ll not get anything from those Dems on stage. I won’t be reading ET again!",disgust,0.395246
605,realDonaldTrump,20.12.19 13:12,19189,81260,"A far left magazine, or very “progressive,” as some would call it, which has been doing poorly and hasn’t been involved with the Billy Graham family for many years, Christianity Today, knows nothing about reading a perfect transcript of a routine phone call and would rather.....",sadness,0.544465
606,realDonaldTrump,20.12.19 12:12,10044,45531,Thank you Bill. So true! https:// twitter.com/SenBillCassidy /status/1207492122548621312 …,joy,0.78485
607,realDonaldTrump,20.12.19 05:49,15175,67922,“House Democrats perpetrating a fraud on America.” @IngrahamAngle,sadness,0.46628100000000006
609,realDonaldTrump,20.12.19 04:16,19358,81411,"“What’s been revealed is a Country in better shape than it’s been in decades. Working men and women in the Country are the beneficiaries of a President who’s doing exactly what he said he was going to do, that is to restore prosperity for all Americans.” @LouDobbs Thank you Lou!",joy,0.725722
610,realDonaldTrump,20.12.19 03:56,17597,79167,“This is political malpractice. This is a horrible judgement call on the part of the Speaker. You put your members in Trump friendly districts in a very difficult spot. It’s only going to extend it out further. This looks like the joke that it actually is.” Ben Domenech,sadness,0.464638
611,realDonaldTrump,20.12.19 02:56,32687,124658,"The reason the Democrats don’t want to submit the Articles of Impeachment to the Senate is that they don’t want corrupt politician Adam Shifty Schiff to testify under oath, nor do they want the Whistleblower, the missing second Whistleblower, the informer, the Bidens, to testify!",sadness,0.619614
612,realDonaldTrump,20.12.19 01:36,22996,104777,The House Democrats were unable to get even a single vote from the Republicans on their Impeachment Hoax. The Republicans have never been so united! The Dem’s case is so bad that they don’t even want to go to trial!,sadness,0.596943
613,realDonaldTrump,20.12.19 01:16,44148,206595,"So after the Democrats gave me no Due Process in the House, no lawyers, no witnesses, no nothing, they now want to tell the Senate how to run their trial. Actually, they have zero proof of anything, they will never even show up. They want out. I want an immediate trial!",sadness,0.55867
614,realDonaldTrump,20.12.19 00:55,24430,94972,"The great USMCA Trade Deal (Mexico & Canada) has been sitting on Nancy Pelosi’s desk for 8 months, she doesn’t even know what it says, & today, after passing by a wide margin in the House, Pelosi tried to take credit for it. Labor will vote for Trump. Trade deal is great for USA!",joy,0.619793
615,realDonaldTrump,20.12.19 00:42,13117,58792,"“Jesse (Watters), this is the best year any President has ever had, plus we get an impeachment.” @greggutfeld The Five @FoxNews",joy,0.614753
616,realDonaldTrump,19.12.19 17:07,38407,168236,"Pelosi feels her phony impeachment HOAX is so pathetic she is afraid to present it to the Senate, which can set a date and put this whole SCAM into default if they refuse to show up! The Do Nothings are so bad for our Country!",disgust,0.57048
617,realDonaldTrump,19.12.19 16:52,17825,71739,Thank you Rena! https:// twitter.com/ROHLL5/status/ 1207640058276265984 …,joy,0.8188529999999999
618,realDonaldTrump,19.12.19 16:48,17510,74940,Thank you Terrence! https:// twitter.com/w_terrence/sta tus/1207339387136163842 …,joy,0.8188529999999999
619,realDonaldTrump,19.12.19 16:37,12111,58345,Thank you Anne! https:// twitter.com/MissILmom/stat us/1036690580531757063 …,joy,0.404451
620,realDonaldTrump,19.12.19 16:33,14762,50617,Our great Congressman Gohmert is a TRUE patriot fighting back against people that must hate our Country! https:// twitter.com/MSNBC/status/1 207411432565956609 …,anger,0.648046
621,realDonaldTrump,19.12.19 15:11,19153,70088,This is what the Dems are dealing with. Does anyone think this is good for the USA! https:// twitter.com/LivePDDave1/st atus/1207551773491118080 …,joy,0.36941599999999997
622,realDonaldTrump,19.12.19 15:10,28770,138259,"I got Impeached last night without one Republican vote being cast with the Do Nothing Dems on their continuation of the greatest Witch Hunt in American history. Now the Do Nothing Party want to Do Nothing with the Articles & not deliver them to the Senate, but it’s Senate’s call!",disgust,0.5203270000000001
623,realDonaldTrump,19.12.19 14:30,38667,195265,PRESIDENTIAL HARASSMENT!,disgust,0.39324899999999996
624,realDonaldTrump,19.12.19 14:22,23226,107359,"“The Senate shall set the time and place of the trial.” If the Do Nothing Democrats decide, in their great wisdom, not to show up, they would lose by Default!",sadness,0.389441
625,realDonaldTrump,19.12.19 13:31,33549,202591,100% Republican Vote. That’s what people are talking about. The Republicans are united like never before!,disgust,0.61966
627,realDonaldTrump,18.12.19 23:58,22330,100225,THANK YOU! #KAG https:// twitter.com/MattFinnFNC/st atus/1207359122372476928 …,,1.0
628,realDonaldTrump,18.12.19 23:56,20414,100501,"Thank you Michigan, I am on my way. See everybody soon! #KAG pic.twitter.com/GP9SbH67CN",joy,0.669499
629,realDonaldTrump,18.12.19 18:44,49900,230092,"SUCH ATROCIOUS LIES BY THE RADICAL LEFT, DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA, AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!",disgust,0.610154
630,realDonaldTrump,18.12.19 17:38,14989,63947,"....won’t convict and remove the President - Then the House should not be Impeaching the President in the first place. If this is the new standard, every President from here on out is impeachable.” Andy McCarthy @FoxNews So well stated. Thank you!",joy,0.677736
631,realDonaldTrump,18.12.19 17:38,19115,87614,"In the end here, nothing happened. We don’t approach anything like the egregious conduct that should be necessary before a President should be removed from office. I believe that a President can’t be removed from office if there is no reasonable possibility that the Senate..",anger,0.24883200000000003
632,realDonaldTrump,18.12.19 17:14,22531,103894,"“The evidence has to be overwhelming, and it is not. It’s not even close.” Ken Starr, Former Independent Counsel",sadness,0.455966
633,realDonaldTrump,18.12.19 16:49,15542,61320,Will go down in history as worst Speaker. Already thrown out once! https:// twitter.com/GreggJarrett/s tatus/1207299582205542402 …,sadness,0.46776
634,realDonaldTrump,18.12.19 16:42,20505,83511,Thank you! https:// twitter.com/frfrankpavone/ status/1207312139649765382 …,,1.0
635,realDonaldTrump,18.12.19 16:33,13409,64377,"“Impeachment is a terrible idea for the Country. The more people learn about impeachment, the less people want impeachment.” @TuckerCarlson",sadness,0.47266899999999995
636,realDonaldTrump,18.12.19 16:11,13881,59005,"“This is all about convicting a President based on innuendo, not on the facts. Even the Ukrainian President said there was no pressure!” @RepMarkMeadows",disgust,0.33257600000000004
637,realDonaldTrump,18.12.19 14:54,15411,73985,Thank you! https:// twitter.com/realDonaldTrum p/status/1207055996687921152 …,,1.0
638,realDonaldTrump,18.12.19 14:33,5346,22440,Sean P is a much stronger candidate! https:// twitter.com/dbongino/statu s/1207076232849960960 …,joy,0.451582
639,realDonaldTrump,18.12.19 14:27,7874,29359,Sean is a great patriot and will do a fantastic job. Has my total and complete endorsement! https:// twitter.com/SeanParnellUSA /status/1207112992409759745 …,joy,0.825534
640,realDonaldTrump,18.12.19 14:18,10800,48199,"....out, and he’s been amazing at it. The Democrsts have no message, they have no hope for 2020.” @RepDougCollins @foxandfriends Thank you Doug!",joy,0.9580069999999999
641,realDonaldTrump,18.12.19 14:18,9705,43512,"....had, while the Democrats are just looking out for elections. This President should just continue to fight like he’s always fought, for himself & for this Country. Continue to put forth policies like prescription drugs & trade policies. That’s what makes this President stand..",disgust,0.426756
642,realDonaldTrump,18.12.19 14:18,7621,31660,"....said, “I’m going to clean up Washington, I’m going to help people.” He gave big tax cuts, he’s made our military strong. They’re mad at him because he actually did what he said he was going to do. History will record we’re experiencing some of the best times we’ve ever.....",joy,0.688655
643,realDonaldTrump,18.12.19 14:18,18366,80254,"“It’s sad. Here’s a gentleman who came to the White House and all they had was never to let him have an easy breath. All they wanted to do is impeach him. They started the day after he was elected, even the day after he was sworn in. But this President came to Washington and....",sadness,0.5422899999999999
644,realDonaldTrump,18.12.19 13:47,14444,60813,"“They just wanted to get at the President. They had no intention of having a proper investigation. They couldn’t find any crimes so they did a vague abuse of power and abuse of Congress, which every administration from the beginning has done.” @RepDougCollins @foxandfriends",disgust,0.533328
645,realDonaldTrump,18.12.19 13:34,53303,238904,"Can you believe that I will be impeached today by the Radical Left, Do Nothing Democrats, AND I DID NOTHING WRONG! A terrible Thing. Read the Transcripts. This should never happen to another President again. Say a PRAYER!",anger,0.47709399999999996
646,realDonaldTrump,18.12.19 13:11,9794,46040,. @foxandfriends “My hope is that impeachment will never become this trivial again.” @kilmeade Well said Brian!,joy,0.319036
647,realDonaldTrump,18.12.19 05:17,12634,52506,. @marcthiessen “Voters say the Democrats are trying to take away their votes. Pelosi was right the first time. Impeachment has backfired thoroughly on the Democrats. How can you Impeach the President for going to the courts?”,disgust,0.488374
648,realDonaldTrump,18.12.19 05:10,17607,68715,"....They want to Impeach me (I’m not worried!), and yet they were all breaking the law in so many ways. How can they do that and yet impeach a very successful (Economy Plus) President of the United States, who has done nothing wrong? These people are Crazy!",anger,0.352059
649,realDonaldTrump,18.12.19 05:10,24492,88053,"So, if Comey & the top people in the FBI were dirty cops and cheated on the FISA Court, wouldn’t all of these phony cases have to be overturned or dismissed? They went after me with the Fake Dossier, paid for by Crooked Hillary & the DNC, which they illegally presented to FISA...",disgust,0.70248
650,realDonaldTrump,18.12.19 04:54,28057,117483,"Good marks and reviews on the letter I sent to Pelosi today. She is the worst! No wonder with people like her and Cryin’ Chuck Schumer, D.C. has been such a mess for so long - and that includes the previous administration who (and now we know for sure) SPIED on my campaign.",joy,0.333773
651,realDonaldTrump,18.12.19 00:48,21087,87810,"Democrat “leadership,” despite their denials, are putting tremendous pressure on their members to vote yes on this ridiculous Impeachment. If they vote yes, it will be much easier for Republicans to win in 2020!",anger,0.5121100000000001
652,realDonaldTrump,18.12.19 00:14,26473,94986,"Wow! “In a stunning rebuke of the FBI, the FISA court severly chastised the FBI for the FISA abuses brought to light in the recent Inspector General’s Report. There were at least 17 significant errors.” @FoxNews Statement by the Court was long and tough. Means my case was a SCAM!",sadness,0.607352
654,realDonaldTrump,17.12.19 22:44,11836,47814,Senator Dan Sullivan is doing a great job for the people of Alaska while supporting our #MAGA Agenda. He fights hard everyday to support our Veterans and the Military. Dan is Strong on the #2A and is 100% pro-jobs. I give Dan Sullivan my Complete and Total Endorsement!,joy,0.6125510000000001
655,realDonaldTrump,17.12.19 22:20,9565,37412,". @Buddy_Carter is a BUSINESSMAN first. He takes care of our Vets and Troops and is leading the fight to SLASH drug prices! Buddy's 100% pro-Wall & 100% pro-jobs. He will KEEP AMERICA GREAT and has my total, Strong Endorsement!",joy,0.519588
656,realDonaldTrump,17.12.19 22:19,9001,33809,"Congressman @Denver4VA Riggleman is a true CONSERVATIVE leader who has done a great job for Virginia and will support our #MAGA Agenda. He defends our right to bear arms, protect our Borders & help small businesses. Denver has my Total Endorsement!",joy,0.6668310000000001
657,realDonaldTrump,17.12.19 22:17,8251,31220,"Congressman @MarkwayneMullin is a big time #MAGA supporter! Markwayne has fought hard for Oklahoma Veterans and Military, he loves our Farmers and he’s Strong on Border Security. I give Markwayne my Complete and Total Endorsement!",joy,0.265495
658,realDonaldTrump,17.12.19 22:14,9127,34015,Congresswoman Kay @GrangerCampaign has worked hard for Texas and been a strong supporter of our #MAGA Agenda. She’s strong on #2A and Securing our Border and is 100% pro-life. Kay has my Complete and Total Endorsement!,sadness,0.41224399999999994
659,realDonaldTrump,17.12.19 20:09,15349,66255,We support @JeanineAnez in Bolivia as she works to ensure a peaceful democratic transition through free elections. We denounce the ongoing violence and those that provoke it both in Bolivia and from afar. The U.S. stands with the people of the region for peace and democracy!,joy,0.45289399999999996
660,realDonaldTrump,17.12.19 16:14,11693,44889,"....chance, they’ve had their kangaroo court, they’ve had their circus for weeks and months. There just isn’t anything there and there’s no way I’m voting for Impeachment for somebody who hasn’t committed any impeachable offenses.” @IngrahamAngle",sadness,0.405789
661,realDonaldTrump,17.12.19 16:14,16744,63314,"Senator Josh Hawley (R-Mo) “They (the Dems) don’t have anything. This whole thing is a joke, and it’s time to get the President exonerated. The House has no evidence of any impeachable offense. There’s nothing there, and they didn’t even charge a crime. They’ve had their.....",disgust,0.580154
662,realDonaldTrump,17.12.19 16:12,20113,86753,Would be sooo great if the Fed would further lower interest rates and quantitative ease. The Dollar is very strong against other currencies and there is almost no inflation. This is the time to do it. Exports would zoom!,joy,0.561133
663,realDonaldTrump,17.12.19 15:56,18677,77227,"The new USA Today Poll, just out, has me leading all of the Democrat contenders. That’s hard to believe since the Fake News & 3 year Scams and Witch Hunts, as phony as they are, just never seem to end. The American people are smart. They see the great economy, & everything else!",sadness,0.624171
664,realDonaldTrump,17.12.19 15:51,22725,104711,Impeachment Poll numbers are starting to drop like a rock now that people are understanding better what this whole Democrat Scam is all about!,disgust,0.517297
665,realDonaldTrump,17.12.19 15:48,13277,57013,". @FoxNews “Trump wins major victories in China and USMCA trade deals, defense spending and Space Force.” Thank you!",joy,0.747943
666,realDonaldTrump,17.12.19 15:39,18419,79986,"The Stock Market hit another Record High yesterday, number 133 in less than three years as your all time favorite President, and the Radical Left, Do Nothing Democrats, want to impeach me. Don’t worry, I have done nothing wrong. Actually, they have!",joy,0.38243699999999997
667,realDonaldTrump,17.12.19 06:44,16611,82315,Congressman Jeff Van Drew is very popular in our great and very united Republican Party. It was a tribute to him that he was able to win his heavily Republican district as a Democrat. People like that are not easily replaceable!,disgust,0.533354
670,realDonaldTrump,16.12.19 18:41,33445,161972,New Stock Market high! I will never get bored of telling you that – and we will never get tired of winning!,joy,0.672675
671,realDonaldTrump,16.12.19 16:03,23456,65888,Wow! https:// twitter.com/steph93065/sta tus/1204960786013024257 …,,1.0
672,realDonaldTrump,16.12.19 15:44,11506,51317,Thank you Devin. Great reflexes! https:// twitter.com/DevinNunes/sta tus/1206077319187587073 …,joy,0.9775739999999999
673,realDonaldTrump,16.12.19 15:25,10022,38900,"....to me, and there are many options, including doing them directly & avoiding the nasty politics of this very biased Commission. I will make a decision at an appropriate time but in the meantime, the Commission on Presidential Debates is NOT authorized to speak for me (or R’s)!",disgust,0.535868
674,realDonaldTrump,16.12.19 15:25,8906,36125,"....The problem is that the so-called Commission on Presidential Debates is stacked with Trump Haters & Never Trumpers. 3 years ago they were forced to publicly apologize for modulating my microphone in the first debate against Crooked Hillary. As President, the debates are up...",disgust,0.551009
675,realDonaldTrump,16.12.19 15:25,17817,82116,"I look very much forward to debating whoever the lucky person is who stumbles across the finish line in the little watched Do Nothing Democrat Debates. My record is so good on the Economy and all else, including debating, that perhaps I would consider more than 3 debates.....",joy,0.578196
676,realDonaldTrump,16.12.19 14:54,20277,79835,"READ THE TRANSCRIPTS! The Impeachment Hoax is the greatest con job in the history of American politics! The Fake News Media, and their partner, the Democrat Party, are working overtime to make life for the United Republican Party, and all it stands for, as difficult as possible!",disgust,0.41788500000000006
677,realDonaldTrump,16.12.19 14:25,15201,58660,“The American people see through it.” https:// twitter.com/DanScavino/sta tus/1206372649510850562 …,disgust,0.5119520000000001
678,realDonaldTrump,16.12.19 06:28,10029,39776,"....impeaching him. They hate the fact, above all, that this president is delivering. Substantial policy results for the working Americans who put him in the White House, and they can’t beat him in a fair fight next year.” @NextRevFNC @SteveHiltonx Thank you Steve!",anger,0.699492
679,realDonaldTrump,16.12.19 06:28,9759,39078,"....energy independence, manufacturing resilience, illegal immigration coming down, the Wall going up, China confronted, the caliphate defeated, NAFTA renegotiated, our military rebuilt, NATO paying more, regulations costing less,.......and much more. This is why they’re....",fear,0.454787
680,realDonaldTrump,16.12.19 06:28,5587,21237,"....of the most successful presidencies in history. Just in the last few days, incredible jobs numbers, giant trade deals, help for working families, and much more. Over the last 3 years, unemployment falling, earnings rising, criminal justice reform, the heartland revived,....",joy,0.5546369999999999
681,realDonaldTrump,16.12.19 06:28,17602,69998,"“Here in America it will be the same victory as BREXIT, but even more so. In the U.S., while all of this has been going on, the Impeachment, the obstruction, the resistance, President Trump has managed to deliver not just promises, but a record which adds up to one.....",joy,0.552253
682,realDonaldTrump,16.12.19 06:05,4799,16202,"....of the most successful presidencies in history. Just in the last few days, incredible jobs numbers, giant trade deals, help for working families, and much more. Over the last 3 years, unemployment falling, earnings rising, criminal justice reform, the heartland revived,....",joy,0.5546369999999999
683,realDonaldTrump,16.12.19 01:04,14144,53966,Watch these two great people talk about the Impeachment Hoax. Will be by far the best hour on television! https:// twitter.com/realDonaldTrum p/status/1206323905704710144 …,joy,0.8334889999999999
684,realDonaldTrump,15.12.19 23:28,21311,78443,Congressional Do Nothing Democrats are being absolutely decimated in their districts on the subject of the Impeachment Hoax. People that voted for them are literally screaming in their faces. Crazy Nancy is finding defending Shifty Schiff harder than she thought! #2020Election,disgust,0.44786099999999995
685,realDonaldTrump,15.12.19 23:11,25894,106268,"Because Nancy’s teeth were falling out of her mouth, and she didn’t have time to think! https:// twitter.com/RepMarkMeadows /status/1205338371104690177 …",disgust,0.46170100000000003
686,realDonaldTrump,15.12.19 22:59,12490,44191,Fake News! https:// twitter.com/Jim_Jordan/sta tus/1205581534071271424 …,,1.0
687,realDonaldTrump,15.12.19 22:23,12118,48127,". @seanhannity , who will be interviewed on @marklevinshow tonight at 8:00 P.M., @foxnews , stated about the Impeachment Hoax, “This is outrages lying, corruption and propaganda. Should never be allowed to happen.”",disgust,0.47576599999999997
688,realDonaldTrump,15.12.19 20:14,20597,92875,"Approval Rating in Republican Party = 95%, a Record! Overall Approval Rating = 51%. Think of where I’d be without the never ending, 24 hour a day, phony Witch Hunt, that started 3 years ago!",joy,0.473983
689,realDonaldTrump,15.12.19 20:08,14489,69119,"The @foxnewPolls , always inaccurate, are heavily weighted toward Dems. So ridiculous - same thing happened in 2016. They got it all wrong. Get a new pollster!",sadness,0.500015
690,realDonaldTrump,15.12.19 20:02,11614,52271,“The President did nothing wrong here. There is no crime.” @charliekirk11 Impeachment Hoax!,joy,0.31156300000000003
691,realDonaldTrump,15.12.19 19:57,11172,42724,"“There is no bribery, or any crime at all, alleged in the Articles of Impeachment. This is a first in the history of our Country.” @JudgeJeanine @RepMikeJohnson",joy,0.32810100000000003
692,realDonaldTrump,15.12.19 19:34,38933,149188,"So now Comey’s admitting he was wrong. Wow, but he’s only doing so because he got caught red handed. He was actually caught a long time ago. So what are the consequences for his unlawful conduct. Could it be years in jail? Where are the apologies to me and others, Jim?",sadness,0.530751
693,realDonaldTrump,15.12.19 19:24,13618,58075,A PERFECT phone call. “Can you do us (not me. Us is referring to our Country) a favor.” Then go on to talk about “Country” and “U.S. Attorney General.” The Impeachment Hoax is just a continuation of the Witch Hunt which has been going on for 3 years. We will win! #MAGAKAG #2020,joy,0.618183
694,realDonaldTrump,15.12.19 19:01,27083,91069,"As bad as the I.G. Report is for the FBI and others, and it is really bad, remember that I.G. Horowitz was appointed by Obama. There was tremendous bias and guilt exposed, so obvious, but Horowitz couldn’t get himself to say it. Big credibility loss. Obama knew everything!",sadness,0.615484
695,realDonaldTrump,15.12.19 18:24,10043,35838,Far from it! https:// twitter.com/dnvolz/status/ 1204797730641629188 …,sadness,0.0
696,realDonaldTrump,15.12.19 18:19,24739,79562,Crooked Hillary caught again. She is a total train wreck! https:// twitter.com/KimStrassel/st atus/1205596836708278272 …,sadness,0.531816
697,realDonaldTrump,15.12.19 18:12,17310,59136,Schiff’s correcting the record memo has turned out to be totally wrong (based on the I.G. Report)! A very big lie. @MariaBartiromo And @DevinNunes has turned out to be completely right. Congratulations to Devin. The Fake News Media should apologize to all!,anger,0.5480470000000001
698,realDonaldTrump,15.12.19 06:40,12249,53704,"Wow, that would be big. Always heard Jeff is very smart! https:// twitter.com/mikedebonis/st atus/1205930681970417664 …",joy,0.640077
699,realDonaldTrump,15.12.19 06:26,17458,70351,"Thank you for your honesty Jeff. All of the Democrats know you are right, but unlike you, they don’t have the “guts” to say so! https:// twitter.com/mkraju/status/ 1204894883410010119 …",anger,0.274679
700,realDonaldTrump,15.12.19 06:10,10090,49315,I will see Navy at the White House to present the Commander-in-Chief’s Trophy! https:// twitter.com/discoverPHL/st atus/1205996212542955520 …,joy,0.490069
701,realDonaldTrump,15.12.19 06:05,13550,73384,"Incredible young, strong and brilliant people. Army/Navy! https:// twitter.com/NBCNews/status /1205962342028267520 …",joy,0.892249
702,realDonaldTrump,15.12.19 05:53,15207,84590,Congratulations to Tiger and the entire U.S. Team on a great comeback and tremendous WIN. True Champions! https:// twitter.com/GolfCentral/st atus/1206071149005869056 …,joy,0.926201
703,realDonaldTrump,15.12.19 02:02,13519,59292,"It was my Great Honor to attend the 120th Army-Navy game today in Philadelphia, Pennsylvania! @NavyFB @ArmyWP_Football @ArmyNavyGame pic.twitter.com/HipWiZKmiP",joy,0.67578
704,realDonaldTrump,15.12.19 01:47,23946,94138,Both Commiecast MSNBC & Fake News CNN are watching their Ratings TANK. Fredo on CNN is dying. Don’t know why @FoxNews wants to be more like them? They’ll all die together as other outlets take their place. Only pro Trump Fox shows do well. Rest are nothing. How’s Shep doing?,sadness,0.677148
705,realDonaldTrump,15.12.19 01:10,22751,91289,"Hard to believe that @FoxNews will be interviewing sleazebag & totally discredited former FBI Director James Comey, & also corrupt politician Adam “Shifty” Schiff. Fox is trying sooo hard to be politically correct, and yet they were totally shut out from the failed Dem debates!",sadness,0.442834
706,realDonaldTrump,15.12.19 00:54,7517,34984,Congratulations @NavyFB ! https:// twitter.com/NavyFB/status/ 1205989416927453186 …,emotionless,0.0
707,realDonaldTrump,15.12.19 00:26,24081,104044,"The last time I spoke to Debbie Dingell was her call thanking me for granting top memorial and funeral service honors for her then just departed husband, long time Congressman John Dingell. Now I watch her ripping me as part of the Democrats Impeachment Hoax. Really pathetic!",sadness,0.643197
709,realDonaldTrump,14.12.19 20:09,31836,120252,"Chuck Schumer sat for years during the Obama Administration and watched as China ripped off the United States. He & the Do Nothing Democrats did NOTHING as this $ carnage took place. Now, without even seeing it, he snipes at our GREAT new deal with China. Too bad Cryin’ Chuck!",sadness,0.517684
710,realDonaldTrump,14.12.19 19:44,12272,61634,"On my way to the #ArmyNavyGame in Philadelphia, Pennsylvania! pic.twitter.com/tWnDNRFyO1",sadness,0.0
713,realDonaldTrump,14.12.19 15:28,11179,46005,"....trampled on our Constitution, and they have done irreparable harm to our Republic. The American people are going to speak up and speak out about this. I think this guarantees Trump’s re-election in 2020.” @Jason_Meister",disgust,0.432044
714,realDonaldTrump,14.12.19 15:28,10779,44534,"....absolutely no pressure. I don’t know of any crime that was committed where the actual victim wasn’t aware of it....and, they got the call, they got the meeting, and they got the money. Unbelievably, the Democrats have weaponized the Impeachment process, they have....",sadness,0.42689399999999994
715,realDonaldTrump,14.12.19 15:28,20325,78714,"“There are 31 House Democrats in Trump won Congressional Districts. Those Dems will have to answer to their constituents come 2020. If you look at the facts, there’s no crime, there’s no witness, there’s no evidence, there’s no victim, President Zelensky said there was....",disgust,0.502879
716,realDonaldTrump,14.12.19 15:25,14219,67943,"“Independent voters are fed up and frustrated with the Democrats.” Congressman Michael Waltz, Florida",anger,0.519414
717,realDonaldTrump,14.12.19 14:07,27024,111350,"After watching the disgraceful way that a wonderful man, @BrettKavanaugh , was treated by the Democrats, and now seeing first hand how these same Radical Left, Do Nothing Dems are treating the whole Impeachment Hoax, I understand why so many Dems are voting Republican!",disgust,0.753987
718,realDonaldTrump,14.12.19 03:27,28402,106909,25 Million Evangelical Christians are not registered to vote. We are working hard to get them registered! @robertjeffress @LouDobbs,sadness,0.315695
719,realDonaldTrump,14.12.19 03:13,26089,86889,“The FBI declares in a court filing that it has absolutely no records of disciplinary action against any lawyers in Russia Fisa Case despite 17 acts of misconduct. There is nothing noble about their leadership. FISA Court appears to be either corrupt or incompetent.” @LouDobbs,anger,0.684028
720,realDonaldTrump,14.12.19 01:38,33475,166402,"It’s not fair that I’m being Impeached when I’ve done absolutely nothing wrong! The Radical Left, Do Nothing Democrats have become the Party of Hate. They are so bad for our Country!",anger,0.6916869999999999
721,realDonaldTrump,13.12.19 18:48,13825,55731,HAPPY BIRTHDAY! #Guard383 pic.twitter.com/iMnczcCHgN,joy,0.975672
722,realDonaldTrump,13.12.19 18:38,17317,81432,“This whole process has been rigged from the start.” @RepDLesko,anger,0.20197400000000001
